Job Title,Job Link,Job ID,Company Name,Location,Job Posting,Salary,Job Description
Front-End Developer (Web) [YU],https://malaysia.indeed.com/company/Upscale-Sdn-Bhd/jobs/Front-End-Developer-a48ddc742276d732?fccid=f770dca982fe487b&vjs=3,job_a48ddc742276d732,Upscale Sdn Bhd,Kuala Lumpur,"Employer
Active 3 days ago","RM 5,000 - RM 7,000 a month","Requirements
· Strong with Nodejs, PHP, Sails Framework, Laravel Framework.
· Familiar in HTML, CSS, Bootstraps, JavaScript, jQuery, SQL.
· Design, code and unit test the applications and frameworks.
· Proper experience with web development process, from A to Z, especially in back-end CMS.
· Experience in version control such as SVN, GIT.
· Good & comfortable in Linux Server, Application Server & Web Server.
· Knowledge of consuming API such REST is required.
· Have knowledge in SQL using MySQL database.
· Additional Advantage: Familiarity with AngularJS, Adobe Photoshop, Suite, and content management framework
· Document applications for technical white papers, user guides and operations guide.
· Bachelor’s degree in Computer Science, Computer Engineering, and/or equivalent professional experience.
· Excellence verbal and written communication skills.
· Minimum with 6 years or above of relevant work experience.
Skills
Frontend: Nodejs, PHP, Sails Framework, Laravel Framework
Linux: Basic shell script programming, Cronjobs, Linux commands, Proficient in Linux system configurations
Database: Basic concept of Schema design, Procedures, Functions, Schedulers
General: HTML5, Web Designs, JavaScript, jQuery, CSS3, Bootstraps, AngularJS, Git, SVN, Rest API, SQL
Job Type: Full-time
Salary: RM5,000.00 - RM7,000.00 per month
Benefits:
Professional development
Schedule:
Monday to Friday
Application Question(s):
Are you willing to work in Kuala Lumpur"
Game Developer,https://malaysia.indeed.com/company/Powtech/jobs/Developer-761c1337a31f6559?fccid=b8b74742a57ad0f3&vjs=3,job_761c1337a31f6559,Powtech,Kuala Lumpur,"Employer
Active 11 days ago","RM 5,000 - RM 9,000 a month","Game Developer
Country: Klang Valley, Malaysia
Roles and responsibilities
To design, to develop, and to implement game mechanics, features, and systems
To write clean, efficient, and maintainable code in a variety of programming languages
To optimize game performance to run on a variety of devices and platforms
To debug and to troubleshoot code and game mechanics to ensure smooth gameplay
To stay up-to-date with the latest game development technologies and industry trends
To provide guidance and mentorship to other developers on the team
Skills and requirements
Bachelor’s Degree or equivalent in Computer Science, or related field.
Ability to manage or to lead multiple large projects with advanced organizational skills
Excellent communication skills, with a strong focus on helping to create cohesive, collaborative and productive virtual teams
Mastery of Unity 3D / Unreal and back-end development
Experience in game design and balancing
Experience in team setup and in version control
Good organizational and time-management skills
Outstanding problem-solving skills and analytical skills to solve any technical issues met
Job Type: Contract
Contract length: 12 months
Salary: RM5,000.00 - RM9,000.00 per month
Schedule:
Monday to Friday
Ability to commute/relocate:
Kuala Lumpur: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
What is your expected salary for the position?
Education:
Bachelor's (Preferred)"
Senior Front End Developer (Vue.js),https://malaysia.indeed.com/company/Hitower-IT/jobs/Front-End-Developer-5e444f7e5d5bd2ba?fccid=13db44ebaa4c88ac&vjs=3,job_5e444f7e5d5bd2ba,HiTower IT,Kuala Lumpur,"Employer
Active 3 days ago","RM 7,500 - RM 12,000 a month","Front End Developer (Vue.js)
Are you up for a challenge and do you enjoy working for an international organization? Then we are looking for you!
#our company
Hitower IT is part of a big Dutch concern. They provide payments for thousands of employees in the Netherlands. Hitower IT is growing tremendously and therefore we are going to expand to Kuala Lumpur. We are one of the fastest growing companies in Eindhoven, The Netherlands (maybe you know it from football club PSV?). In our work environment is a great atmosphere that will feel like your second home. You will experience a lot of personal freedom within our open culture and friendly working hours.
Hitower IT is looking for a developers of any level (from junior up to super senior) to join our new team in Kuala Lumpur. In this role, you will design and create projects using Vue.js. You will have the opportunity to develop yourself tremendously and there are many opportunities for advancement.
#our offer
- We offer you an above average salary of 7.5K-12K;
- Working fixed hours from 9 hours to 5 hours with a good work-life balance;
- Working at the coolest Payroll company in the world;
- A varied and independent job with room for your own initiative;
- Being part of a growing and ambitious company;
- A tight and open environment, where hard work and humor go hand in hand;
- Plenty of development and growth opportunities;
- Training budget of 10% of your annual salary to further develop yourself.
#your job
As a developer you will be part of a new, but fun and driven team. You will be working on optimizing the in-house developed web application Payther. Payther is a back office system for the temporary employment industry. Our solutions are mainly based on the frontend on the JavaScript framework
Vue.js. The following work will be part of your duties:
- Developing SaaS cloud solutions (Software-as-a-Service);
- Building modules as a foundation for our platforms;
- Properly handling the issues that arise under the respective project in Gitlab;
The first year you will work on our in-house application Payther. After this you will also work for our clients.
#your profile
- 2-5 years of working experience in related work field;
- Knowledge of programming and experience with Vue.js;
- You have excellent communication skills in English;
- You have an acceptable travel time to get to our office (50450 in Kuala Lumpur), or are willing to live there.
Job Type: Full-time
Salary: RM7,500.00 - RM12,000.00 per month
Schedule:
Day shift
Monday to Friday
Ability to commute/relocate:
Kuala Lumpur: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
Do you live in de area of Kuala Lumpur currently?
Language:
English (Required)"
FRONT END DEVELOPER,https://malaysia.indeed.com/company/Workerz-Direct-Sdn-Bhd/jobs/Front-End-Developer-2ff6e3052af36d59?fccid=da836a21a67ab4b1&vjs=3,job_2ff6e3052af36d59,Workerz Direct Sdn Bhd,Bangsar South,"Employer
Active 3 days ago","RM 5,000 - RM 6,500 a month","The job ad: Frontend Developer
The company: 3S Malaysia Sdn. Bhd.
Expected Salary: RM5,000 – 6,000
Job Description
· Work closely with design, product management, and development teams to create elegant, usable, responsive and interactive interfaces across multiple devices.
· Turning UI/UX designs into prototypes, creating excellent interactions from designs, writing reusable content modules and maintainability of the code.
· Implement UI development principles to ensure that the product client-side serves at scale.
· Review and optimize the app usage by monitoring key metrics and rectifying the issues proactively.
· An ability to perform well in a fast-paced environment and bring in optimal flow for rapidly changing design/ technology.
· Develop new user facing features
· Write reusable code and libraries
· Enhance application for maximum speed and scalability
· Validate input before submitting to back end
· Collaborate with team members and IT department team.
· Bridge the gap between graphic design and technical implementation
· Define how the application looks and how it works
· Translate UI/UX design wireframes to actual code
· Developing a creative design using creative designing tools.
Requirement
· Proficient understanding of web markup such as HTML5, CSS3 and etc.
· Minimum of 4 years of experience developing modern, responsive, and cross-browser-compatible websites using HTML, CSS, and JavaScript
· Good understanding of server-side CSS pre-processing platforms, such as LESS and SASS
· Strong command of client-side scripting, JavaScript frameworks (jQuery is a plus)
· Good understanding of Javascript Frontend Framework (VueJS, Angular, Node)
· Good understanding of asynchronous request handling, partial page updates, and AJAX
· Knowledge of image authoring tools, to be able to crop, resize, or perform small adjustments on an image. Familiarity with tools such as as Gimp or Photoshop is a plus.
· Proficient understanding of cross-browser compatibility issues and ways to work around them.
· Proficient understanding of code versioning tools, such as Git (others such as Mercurial / SVN is a plus)
· Good understanding of SEO principles and ensuring that application will adhere to them.
Job Types: Permanent, Full-time
Salary: RM5,000.00 - RM6,500.00 per month
Benefits:
Cell phone reimbursement
Opportunities for promotion
Professional development
Schedule:
Day shift
Monday to Friday
Ability to commute/relocate:
Bangsar South: Reliably commute or planning to relocate before starting work (Required)
Expected Start Date: 11/01/2023"
Frontend Development,https://malaysia.indeed.com/company/LTH-GROUP-ASIA/jobs/Front-End-Associate-a00c4fcd0b6f0ab0?fccid=e0c9f06877b6b5e7&vjs=3,job_a00c4fcd0b6f0ab0,Esync software services Sdn Bhd,Kuala Lumpur,"Employer
Active 3 days ago","RM 15,000 a month","We are looking for Malaysian or locally available candidate!
Frontend Development
Technical Leadership: Provides technical leadership and guidance to the front-end development team.
Define and enforce coding standards, best practices, and architectural principles to ensure high- quality, scalable, readable and maintainable front-end code.
System Design and Architecture: Collaborate with cross-functional teams, such as UX/UI designers and back-end engineers, to define the system architecture and ensure seamless integration between front- end and back-end components. Make strategic decisions on technology stack, frameworks, and tools to optimize performance and user experience.
Development and Code Review: Actively participates in front-end development, writing complex code and solving technical challenges. Conduct code reviews to ensure adherence to coding standards, identify performance bottlenecks, and promote code quality.
Mentorship and Team Development: Provide mentorship and guidance to the front-end development team, fostering a culture of continuous learning and growth. Facilitate knowledge sharing, conduct training sessions, and help team members enhance their technical skills.
Collaboration and Communication: Collaborates with cross-functional teams and stakeholders to gather requirements, understand business objectives, and align front-end development efforts with organizational goals. Communicate technical concepts effectively to non-technical stakeholders.
Innovation and Research: Stay updated with emerging front-end technologies, industry trends, and best practices. Explore innovative solutions, conduct research and development activities, and propose new approaches to enhance front-end development processes and deliverables.
Quality Assurance and Testing: Supports the implementation of robust testing strategies, including unit testing, integration testing, and user acceptance testing. Drive code quality, performance optimization and accessibility compliance.
Continuous Improvement: Foster a culture of continuous improvement, identifying areas for process optimization and efficiency gains. Actively seek feedback, measure performance metrics and implement improvements to enhance productivity and quality.
Require a strong technical background, exceptional leadership skills and the ability to collaborate effectively with cross-functional teams. Play a crucial role in driving innovation, ensuring code quality and delivering exceptional user experiences in front-end development projects.
Core Competencies
Empathy and Customer Focus: Understand the importance of empathy and customer focus. Always put themselves in the shoes of the end-users, considering their needs, pain points, and expectations throughout the development process. Strive to deliver solutions that truly address customer requirements and enhance user satisfaction.
Mastery of Front-End Frameworks: Excel in understanding and application of front-end technologies, including HTML, CSS, and Typescript and JavaScript. Stay updated with the latest frameworks and libraries, such as React, Angular, or Vue.js, and leverage them effectively to build robust and scalable web applications.
Strong Problem-Solving Skills: Demonstrate exceptional problem-solving skills. Adept at identifying and resolving complex front-end issues, optimizing performance, and ensuring a seamless user experience. Approach challenges with a systematic and analytical mindset, finding innovative solutions to improve code quality and efficiency.
Collaboration and Communication: Effective collaboration and communication skills are crucial for success. Actively engage with cross-functional teams, including UX/UI designers, back-end developers, and stakeholders. Communicate their ideas clearly, actively listen, and provide valuable feedback to drive collaboration and alignment.
Leadership and Mentorship: Exhibit strong leadership qualities. Guide and mentor junior developers, fostering a culture of knowledge sharing and continuous learning. Provide guidance, support, and constructive feedback to empower the team members and help them grow professionally.
User-Centric Mindset: Prioritize user experience in their development approach. Deeply understand user needs and preferences, leveraging UX/UI best practices to create intuitive and engaging interfaces. Conduct usability testing and gather user feedback to continuously refine and enhance the front-end experience.
Continuous Learning: Strong drive for continuous learning. Proactively seek out new front-end technologies, frameworks, and best practices, participating in online communities, and exploring relevant resources. Stay updated with emerging trends and industry advancements to enhance skills and drive innovation.
Code Quality and Maintainability: Emphasize clean, modular, and maintainable code. Follow coding standards, use design patterns, and implement robust testing strategies to ensure code quality. Leverage automation tools for code reviews, testing, and deployment to enhance efficiency and maintainability.
Performance Optimization: Adept at optimizing front-end performance. Optimize page load times, minimize HTTP requests, and implement caching strategies. Leverage performance monitoring tools to identify bottlenecks and continuously improve application performance.
Agile Methodologies: Embrace Agile methodologies, such as Scrum or Kanban, to drive efficient and collaborative development processes. Prioritize iterative development, frequent feedback cycles, and adaptability to changing requirements.
SLA/ KPI
Complete the assigned task within the assigned timeline
Hold accountability on the task quality and accuracy
Able to handle multiple tasks at any one time
Independent, require minimum supervision and able to understand user and technical requirements
Liaise/ communicate with business users, and other testers to ensure understanding of the user requirements
Adhere to PayNet’s process and procedures relating to the work being assigned – i.e., Software Development Life Cycle Framework, Change Management Procedure
Requirement:
Minimum Qualifications
Education: A bachelor's degree in computer science, information technology, or a related field
Minimum 8 years of relevant work experience, preferably in a high-pressured environment – exceptional self-starter will be considered
Experience in the IT banking and Telecommunications sector would be an added advantage
Technical Qualifications
Strong Front-End Development Skills: Demonstrate mastery in HTML, CSS, TypeScript and JavaScript, as well as proficiency in modern front-end frameworks such as React, Angular, orVue.js. Have a deep understanding of front-end architecture, responsive design principles, and best practices.
Proficient in Web Technologies: Have a solid understanding of web technologies and protocols, including HTTP, RESTful APIs, JSON, and AJAX. Know how to integrate front-end components with backend services and work effectively with APIs.
Cross-Browser and Cross-Platform Development: Have experience in developing web applications that work seamlessly across different browsers, platforms, and devices. Familiar with browser compatibility issues and have strategies for ensuring consistent user experiences.
Performance Optimization: Have a strong focus on optimizing front-end performance. Understand techniques such as lazy loading, code minification, and caching to improve page load times and overall performance.
Testing and Debugging: Proficient in front-end testing and debugging. Have experience with testing frameworks like Jest or Jasmine and use tools like Chrome DevTools to debug and diagnose issues. www.esync.com.my
Version Control Systems: Proficiency in version control systems, particularly Git, is important. Comfortable with branching and merging strategies, resolving conflicts, and collaborating effectively with other developers using version control.
Build Tools and Task Runners: Familiar with build tools and task runners such as Webpack, Gulp, or Grunt. Able to efficiently manage dependencies, bundle assets, and automate repetitive tasks in the front-end development workflow.
DevOps and Deployment: Familiarity with DevOps practices and deployment tools is beneficial.CComfortable with continuous integration/continuous deployment (CI/CD) pipelines, deployment automation, and cloud platforms like AWS or Azure.
Effective communication skills
Extremely diligent, fine eye for details, supreme problem-solving capabilities and a team player.
Job Type: Full-time
Salary: Up to RM15,000.00 per month
Schedule:
Monday to Friday
Expected Start Date: 11/01/2023"
Internship for Full-Stack Developer,https://malaysia.indeed.com/rc/clk?jk=dc8c6922110160b7&fccid=bd376ba910a335fa&vjs=3,job_dc8c6922110160b7,SOCIO,Taman Tun Dr Ismail,"Posted
Posted 12 days ago",RM 700 a week,"Essential Duties and Responsibilities include:
Build a variety of application features across different product areas, including new customer-facing web experiences and application logic.
Developing front end website architecture.
Designing user interactions on web pages.
Developing back end website applications.
Creating servers and databases for functionality.
Ensuring cross-platform optimization for mobile phones.
Ensuring responsiveness of applications.
Working alongside graphic designers for web design features.
Seeing through a project from conception to finished product.
Designing and developing APIs.
Meeting both technical and consumer needs.
Staying abreast of developments in web applications and programming languages.
Participate in the evaluation of new technologies as we scale our platform
Solid communication - receiving and giving feedback on code and architecture, ability to talk through ideas and approach
Ensure responsiveness of the application
Troubleshoot and debug applications
Work on other tasks as assigned
[Apply now at https://my.hiredly.com/jobs/jobs-malaysia-socio-intelligence-job-internship-for-full-stack-developer-0]
; Requirements: -

An avid problem solver who has the capability to work independently as well as collaborate within a team
Strong attention to detail.
Strong problem solving and critical thinking skills.
Enrolled in a Bachelor’s program in Computer Science, Software Engineering or related major, and have a strong record of academic achievement.
Proficient in a language including one or many of the following: HTML, CSS, JavaScript, Node. JS, JS Framework (React and Ember) Java, C/C++, Grid, Hadoop, Perl, PHP, Python, Ruby, Lamp, Oracle, MySQL, Hive, etc.
Passionate about the large-scale, large-user base, website development"
BACK END DEVELOPER,https://malaysia.indeed.com/company/Workerz-Direct-Sdn-Bhd/jobs/Back-End-Developer-11d4fd5544c831bb?fccid=da836a21a67ab4b1&vjs=3,job_11d4fd5544c831bb,Workerz Direct Sdn Bhd,Bangsar South,"Employer
Active 3 days ago","RM 5,000 - RM 6,000 a month","The job ad: Backend Developer
The company: 3S Malaysia Sdn. Bhd.
Expected Salary: RM5,000 – 6,000
Job Description
· Communicate regularly with project managers, IT teams, and other developers regarding progress on long-term technology roadmap.
· Create and maintain workflows with teams to provide visibility and to ensure workload balance for consistent visual designs.
· Develop and oversee testing schedules in server environment, addressing various browsers and devices to ensure that content is displayed as intended.
· Produce quality code, raising the bar for team performance and speed.
· Recommend systems solutions by comparing advantages and disadvantages of custom development and purchased alternatives.
· Write code and tests, build prototypes, resolve issues, and profile and analyse bottlenecks
· Design robust APIs to support mobile and desktop clients.
· Manage and optimize scalable distributed systems in the cloud.
· Optimize web applications for performance and scalability.
· Develop automated tests to ensure business needs are met, and allow for regression testing.
Requirement
· Minimum 5 years of experience in PHP/HTML/Javascript.
· Minimum 3 years of experience in Laravel.
· Understanding in versioning control technology.
· Proficient in OOP, SOLID principles and MVC framework.
· Strong understanding in API services.
· Solid understanding of database architecture and query optimisation.
· Working knowledge of server technologies (Apache/IIS/nginx/PHP-FPM) and Cloud Solutions (AWS/Digital Ocean).
· Superior Communications and problem-solving skills.
Job Types: Permanent, Full-time
Salary: RM5,000.00 - RM6,000.00 per month
Benefits:
Cell phone reimbursement
Opportunities for promotion
Professional development
Schedule:
Day shift
Monday to Friday
Ability to commute/relocate:
Bangsar South: Reliably commute or planning to relocate before starting work (Required)
Expected Start Date: 11/01/2023"
AWS Cloud Developer,https://malaysia.indeed.com/company/JP-Associates-Malaysia/jobs/Cloud-Engineer-da535252855b1ca9?fccid=95b70644286c97ee&vjs=3,job_da535252855b1ca9,JP Associates Malaysia,Kuala Lumpur,"Employer
Active 3 days ago","RM 5,000 - RM 7,000 a month","Job Requirements:
Certifications in cloud development and architecture (e.g. AWS Solution Architect Associate) welcome but not necessary.
At least 2 years of working experience with Cloud technologies
Experience using and building applications on a major Cloud Service Provider (preferably AWS, but GCP and Azure also welcome).
Experience with full stack development.
Knowledge of multiple front-end languages/libraries/frameworks (e.g. HTML/CSS, JavaScript, TypeScript, Angular, React) and UI/UX design.
Knowledge of multiple back-end languages/libraries/frameworks (e.g. Java, Python, JavaScript, Node.js).
Familiarity with both relational (SQL) and non-relational (NoSQL) databases (e.g. MySQL, MongoDB).
Good problem-solving and analytical skills, able to determine the approximate impact of each issue quickly to prioritise further work
Ability to positively and sensitively work with stakeholders
Excellent communication skills (both written and verbal)
Highly effective planning and prioritisation skills
The ability to work effectively both independently and as part of a team
Great attention to detail and organisational skills
An analytical mind
A desire to help lead organisational change
Job Type: Full-time
Salary: RM5,000.00 - RM7,000.00 per month
Schedule:
Monday to Friday
Ability to commute/relocate:
Kuala Lumpur: Reliably commute or planning to relocate before starting work (Required)"
Senior Backend Developer,https://malaysia.indeed.com/company/Tentacle-Technologies-MSC-Sdn.-Bhd/jobs/Back-End-Developer-872b528636e31501?fccid=8cf69b6fccacea86&vjs=3,job_872b528636e31501,Tentacle Technologies MSC Sdn. Bhd,Kuala Lumpur,"Employer
Active 3 days ago","RM 3,246 - RM 15,992 a month","Description:
Working alongside front end and full stack developers, develop and manage the technology at the back end of the web or mobile application to produce a complete digital solution that supports the customer's business.
Responsibilities:
Create web/mobile back ends that are efficient, quick, high-quality, and robust.
Evaluate the effectiveness and responsiveness of current apps
To help determine the scope of software development activities, gather, record, and analyze business requirements. includes interactive prototypes and mock-ups of web/mobile pages.
Create and manage application software documentation, such as scope requirements, logical and technical designs, testing plans, and implementation schedules.
Investigate and fix bugs resulting from client and user complaints.
Play a proactive support role, assume responsibility for technical difficulties, and, as needed, collaborate with an internal, cross-functional, or external team to address more complex problems.
Work together on all aspects of software design, coding, testing, documentation, and deployment with other team members.
Deliverables in the agile scrum methodology
Qualifications:
B.S. in Computer Science, Information Systems or equivalent
Experience in web / mobile application development & environment
Requirements:
5 years hands on knowledge & experience
Skills:
Git version control
API
Nodejs
Java spring boot
MongoDB/MySQL/SQL Query
SQL/NOSQL
Additional knowledge & experience in any of the following is a plus
ELK
Typescript
Flutter
Mobile hybrid frameworks
Job Type: Full-time
Salary: RM3,246.49 - RM15,991.99 per month
Schedule:
Day shift
Ability to commute/relocate:
Kuala Lumpur: Reliably commute or planning to relocate before starting work (Required)"
Mobile App Developer,https://malaysia.indeed.com/company/Evolusi-Mobiliti-Sdn-Bhd/jobs/Application-Developer-7af4482499ae04cf?fccid=5c319f5b7192f6d7&vjs=3,job_7af4482499ae04cf,Pecca Leather Sdn Bhd,Kepong,"Employer
Active 3 days ago","RM 5,000 a month","Develop and maintain both cross‐platform mobile solution for IOS or Android.
Contribute in concept, design, build, test, release, and application support
Stay up‐to‐date with new mobile technology and best practices
Always research with mobile platform to optimize the application performance.
Develop and perform testing on developed modules.
Requirements:
At least 4 years of mobile app development (Android/iOS) experience.
Excellent Android or iOS platform mobile app development skills and knowledge.
Proficient in Mobile Apps development languages:
Front End: Flutter, Vue
Back End: NodeJS, Python
Database: PostgreSQL, Firestore
Deployment: Docker
Experience with integration to backend RESTful web services.
Strong knowledge of mobile platform services such as Google Firebase, Location services, AppStore, or Play Store (deployment).
Strong Understanding of UI/UX concepts, techniques and practices.
Location: Kepong, Kuala Lumpur
Job Type: Full-time
Salary: From RM5,000.00 per month
Benefits:
Free parking
Health insurance
Maternity leave
Opportunities for promotion
Professional development
Schedule:
Day shift
Monday to Friday
Supplemental pay types:
Performance bonus
Yearly bonus
Ability to commute/relocate:
Kepong: Reliably commute or planning to relocate before starting work (Required)"
Backend Development,https://malaysia.indeed.com/company/LTH-GROUP-ASIA/jobs/Backend-Development-95427bfc88b9d2a8?fccid=e0c9f06877b6b5e7&vjs=3,job_95427bfc88b9d2a8,Esync software services Sdn Bhd,Kuala Lumpur,"Employer
Active 3 days ago","RM 15,000 a month","We are looking for Malaysian or locally available candidate!
Backend Developement
Technical Leadership: Provides technical leadership and expertise to the back-end development team.
Establish coding standards, architectural guidelines, and best practices to ensure scalable, efficient, and secure back-end systems.
System Design and Architecture: Collaborate with cross-functional teams, such as front-end engineers and product managers, to design and architect robust and scalable back-end systems. Make strategic decisions on technology stack, database design, and infrastructure to optimize performance and reliability.
Development and Code Review: Actively participates in back-end development, writing complex code and solving technical challenges. Conduct code reviews to ensure adherence to coding standards, identify potential issues, and promote code quality and maintainability.
Team Management and Mentorship: Provide mentorship and guidance to the back-end development team, fostering a culture of continuous learning and growth. Lead by example, promote knowledge sharing, and encourage professional development among team members.
Collaboration and Communication: Collaborates with cross-functional teams and stakeholders to gather requirements, understand business objectives, and align back-end development efforts with organizational goals. Communicate technical concepts effectively to both technical and non-technical stakeholders.
Performance Optimization and Scalability: Responsible for optimizing back-end performance, ensuring efficient data processing, and scalability. Identify and address bottlenecks, implement caching strategies, and leverage appropriate technologies and techniques to enhance system performance.
Quality Assurance and Testing: Supports the implementation of robust testing strategies, including unit testing, integration testing, and performance testing. Prioritize code quality, security, and adherence to standards in the back-end development process. Accountable for production issues and serves as a Subject Matter Expert (SME) within an area of specialty, extending advice and consultancy to cross functional teams, being responsible in leading the state-of-the-art application modernization.
Continuous Improvement: Drive continuous improvement in back-end development processes, tools, and methodologies. Proactively identify opportunities for process optimization, automation, and efficiency gains to enhance productivity and deliver high-quality back-end solutions.
Core Competencies
Empathy and Customer Focus: Understand the importance of empathy and customer focus. Always put themselves in the shoes of the end-users, considering their needs, pain points, and expectations throughout the development process. Strive to deliver solutions that truly address customer requirements and enhance user satisfaction.
Proficiency in Web Technologies: Exhibit a strong understanding of web development technologies such as HTML, CSS, JavaScript, and server-side languages like Go-lang, Python, Ruby, or Java. Stay updated with the latest web development frameworks and tools to effectively build scalable and performant web applications.
Mastery of Back-End Frameworks: Expertise in popular back-end frameworks such as Django, Ruby on Rails, or Node.js. Leverage these frameworks to develop robust and efficient back-end systems, handle complex business logic, and manage data storage and retrieval.
Database Design and Optimization: Excel in designing and optimizing databases. Have a deep understanding of database management systems like Oracle, MySQL, PostgreSQL, or MongoDB. Able to architect efficient database schemas, write optimized queries, and implement indexing strategies to ensure fast and reliable data access.
Architectural Excellence: Excel in designing and architecting scalable, efficient, and secure back-end systems. Understand the importance of system design principles, such as modularity, separation of concerns, and scalability. Learning from them, one can focus on honing architectural skills to create robust and future-proof solutions.
Scalability and Performance Optimization: Focus on building scalable and high-performing web applications. Implement caching mechanisms, load balancing strategies, and leverage cloud services like AWS or Google Cloud to ensure that the applications can handle high traffic loads and maintain optimal performance.
Problem Solving and Troubleshooting: Possess strong problem-solving and troubleshooting skills. Able to identify and resolve complex technical issues efficiently. Developing a systematic approach to problem-solving, utilizing debugging tools, and learning from challenging situations can enhance productivity.
Security and Data Protection: Prioritize the security of web applications. Implement robust authentication and authorization mechanisms, protect against common security vulnerabilities, and adhere to industry best practices for data encryption and protection.
Continuous Learning and Adaptability: Have a growth mindset and actively seek opportunities for continuous learning. Adapt to new technologies, industry trends, and evolving best practices.vEmbracing a mindset of continuous learning and being open to change can boost productivity by staying ahead in a fast-paced industry.
API Design and Integration: Have expertise in designing and building APIs (Application Programming Interfaces). Understand RESTful principles, design API endpoints that are intuitive and easy to consume, and seamlessly integrate with third-party services or platforms.
Quality Focus: Prioritize code quality, maintainability, and security. Advocate for robust testing practices, code reviews, and adherence to coding standards. Emphasizing quality in every aspect of the development process can lead to more efficient and reliable systems.
Process Optimization: Proactive in optimizing development processes, automating repetitive tasks, and streamlining workflows. Learning about agile methodologies, DevOps practices, and tools that facilitate process improvement can enhance productivity.
Collaboration and Communication: Effective communication and collaboration are key traits. Work closely with front-end engineers, product managers, and other stakeholders to understand requirements, provide technical guidance, and ensure alignment between different parts of the development process.
SLA/ KPI
Complete the assigned task within the assigned timeline
Hold accountability on the task quality and accuracy
Able to handle multiple tasks at any one time
Independent, require minimum supervision and able to understand user and technical requirements
Liaise/ communicate with business users, and other testers to ensure understanding of the user requirements
Adhere to PayNet’s process and procedures relating to the work being assigned – i.e., Software Development Life Cycle Framework, Change Management Procedure
Requirement:
Minimum Qualifications
Education: A bachelor's degree in computer science, software engineering, or a related field is often required.
Minimum 8 years of relevant work experience, preferably in a high-pressured System Integrator environment – exceptional self-starter will be considered
Experience in the IT banking and Telecommunications sector would be an added advantage
Technical Qualifications
Programming Languages: Proficiency in languages like Java, Go lang, Python, Ruby, or Node.js. Candidate should have a strong command of these languages and can write clean, readable, maintainable, efficient, and scalable code.
Web Frameworks: Expertise in popular web frameworks such as Django (Python), Ruby on Rails (Ruby), Spring (Java), or Express.js (Node.js). Implementation experience with SMTP, Tomcat,Apache, Oracle WebLogic, Oracle DB, JBoss, Spring, Grafana, Prometheus, Elastic Search,Logstash, Kibana etc. Leverage these frameworks to develop robust and efficient back-end systems
Database Management: Knowledge of database management systems like Oracle, MySQL,cPostgreSQL, MongoDB, or Oracle is important. Have experience in designing and optimizing database schemas, writing efficient queries, and ensuring data integrity.
API Development: Proficiency in building APIs (Application Programming Interfaces). Understand RESTful principles, design clean and well-documented APIs, and have experience in implementing authentication and authorization mechanisms.
Cloud Platforms: Familiarity with cloud platforms like AWS, Google Cloud or Azure. Implementation experience with Cloud offerings from AWS, Azure or GCP such as EC2, ECS, S3,Route53, ELB, Stackdriver, RunScope, PagerDuty, SaaS, PaaS will be an advantage. Leverage these platforms to deploy and scale web applications, utilize managed services, and ensure high availability and performance.
Version Control Systems: Proficiency in Git or other version control systems is necessary. Have experience with branching strategies, code merging, and working collaboratively with other developers.
Testing Frameworks: Knowledge of testing frameworks such as JUnit, pytest, or Mocha is important. Prioritize writing unit tests, integration tests, and end-to-end tests to ensure code quality and prevent regressions.
DevSecOps and CI/CD: Familiarity with DevSecOps practices and tools is beneficial. Have experience in setting up continuous integration and continuous deployment (CI/CD) pipelines to automate build, test, and deployment processes like Gitlab runner, Jenkins and Ansible.
Security Best Practices: Understanding security principles and implementing best. Knowledgeable about secure coding practices, authentication and authorization mechanisms, and protecting against common security vulnerabilities.
Performance Optimization: Knowledge of performance optimization techniques. Able to analyze and optimize web application performance, including database queries, caching mechanisms, and server-side optimizations.
Implementation experience with: Active Directory, SMTP, LDAP, DHCP, HTTPS, DNS, the open- source software ecosystem covering, Terraform, Vagrant, Grafana, Apache, Squid, Tomcat, Nginx, HA-Proxy, Postfix, Oracle Web Logic, Prometheus, Elastic Search, and JBoss among others
Effective communication skills
Extremely diligent, fine eye for details, supreme problem-solving capabilities and a team player.
Job Type: Full-time
Salary: Up to RM15,000.00 per month
Schedule:
Monday to Friday
Expected Start Date: 11/01/2023"
